Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Churn
10.0,0.0,21.0,1,1270.0,28.0,11.0,,0
,0.0,21.0,1,,57.0,7.0,19.0,0
5.0,0.0,14.0,1,1740.0,22.0,,,0
16.0,0.0,13.0,1,6438.0,137.0,77.0,38.0,0
,0.0,11.0,1,8978.0,167.0,,36.0,0
8.0,0.0,12.0,3,,41.0,23.0,15.0,0
,0.0,5.0,1,4435.0,36.0,207.0,6.0,0
5.0,1.0,5.0,0,1533.0,15.0,7.0,3.0,1
15.0,0.0,43.0,1,4855.0,85.0,23.0,24.0,0
7.0,0.0,44.0,0,803.0,,,11.0,0
17.0,0.0,,1,2938.0,74.0,,31.0,0
17.0,0.0,43.0,1,4683.0,80.0,19.0,42.0,0
10.0,0.0,43.0,1,,72.0,20.0,,0
18.0,,43.0,2,4260.0,96.0,,35.0,0
11.0,0.0,43.0,1,2845.0,,303.0,25.0,0
,0.0,42.0,3,9600.0,135.0,162.0,50.0,0
,0.0,43.0,1,14258.0,183.0,18.0,51.0,0
14.0,0.0,,2,5000.0,97.0,,,0
13.0,,43.0,1,,109.0,25.0,19.0,0
,1.0,,0,2723.0,68.0,26.0,24.0,0
32.0,0.0,43.0,4,15625.0,239.0,72.0,39.0,0
11.0,,43.0,2,3580.0,41.0,501.0,15.0,0
16.0,,42.0,1,15970.0,196.0,168.0,37.0,0
,0.0,42.0,2,6985.0,,204.0,33.0,0
7.0,,42.0,0,1360.0,28.0,18.0,18.0,0
9.0,0.0,43.0,0,1195.0,28.0,31.0,15.0,0
7.0,0.0,42.0,0,485.0,14.0,18.0,,1
,0.0,42.0,1,7993.0,,402.0,50.0,0
14.0,0.0,42.0,2,11950.0,168.0,29.0,54.0,0
15.0,0.0,,2,7203.0,89.0,,44.0,0
30.0,0.0,,0,1440.0,61.0,34.0,24.0,1
28.0,0.0,41.0,9,10920.0,107.0,,49.0,0
20.0,,41.0,2,6303.0,,,31.0,0
8.0,0.0,39.0,1,3325.0,36.0,18.0,21.0,0
16.0,1.0,40.0,0,3475.0,,27.0,23.0,1
,1.0,41.0,0,2753.0,58.0,52.0,,1
7.0,1.0,41.0,0,618.0,16.0,18.0,9.0,1
,0.0,41.0,1,,39.0,,,0
10.0,0.0,38.0,2,,111.0,32.0,29.0,0
7.0,0.0,41.0,0,1113.0,21.0,27.0,11.0,1
7.0,0.0,41.0,2,823.0,18.0,22.0,9.0,0
32.0,1.0,36.0,4,16560.0,252.0,18.0,87.0,0
,0.0,,4,,130.0,289.0,40.0,0
9.0,0.0,41.0,1,4203.0,96.0,20.0,35.0,0
,0.0,40.0,0,2150.0,58.0,56.0,27.0,0
13.0,0.0,41.0,1,3265.0,67.0,193.0,30.0,0
11.0,0.0,32.0,2,1800.0,,,18.0,0
11.0,0.0,31.0,1,2053.0,,48.0,75.0,0
,0.0,32.0,0,1185.0,39.0,28.0,,0
7.0,0.0,,0,,24.0,,10.0,0
,,30.0,1,1710.0,,37.0,20.0,0
,0.0,,1,3710.0,75.0,26.0,30.0,0
9.0,0.0,23.0,1,2180.0,,46.0,21.0,0
,,22.0,2,6878.0,155.0,103.0,49.0,0
19.0,0.0,20.0,1,9418.0,185.0,91.0,47.0,0
15.0,0.0,21.0,4,,59.0,49.0,,0
9.0,,14.0,2,,,233.0,17.0,0
10.0,0.0,14.0,2,,33.0,,14.0,1
11.0,,37.0,1,4495.0,,7.0,14.0,0
5.0,0.0,38.0,0,305.0,6.0,7.0,,0
13.0,0.0,36.0,1,2578.0,58.0,355.0,21.0,0
13.0,0.0,37.0,1,4323.0,64.0,7.0,32.0,0
6.0,0.0,37.0,1,2518.0,56.0,7.0,30.0,0
14.0,0.0,37.0,2,3900.0,80.0,28.0,25.0,0
7.0,0.0,37.0,1,,37.0,281.0,15.0,0
16.0,0.0,36.0,3,9240.0,119.0,140.0,40.0,0
10.0,0.0,37.0,1,13898.0,,,41.0,0
10.0,0.0,37.0,2,4640.0,,7.0,22.0,0
9.0,0.0,,1,,93.0,7.0,9.0,0
12.0,0.0,37.0,0,,52.0,7.0,14.0,0
28.0,0.0,37.0,4,,,50.0,,0
,,37.0,2,,25.0,479.0,,0
12.0,0.0,36.0,1,15610.0,180.0,146.0,27.0,0
,0.0,36.0,2,6625.0,84.0,182.0,23.0,0
,0.0,36.0,0,1000.0,12.0,7.0,,0
5.0,0.0,37.0,0,,,9.0,,0
,0.0,,0,305.0,6.0,7.0,2.0,1
6.0,0.0,36.0,1,,125.0,380.0,40.0,0
10.0,0.0,36.0,2,11590.0,152.0,,44.0,0
11.0,0.0,36.0,2,,,104.0,,0
26.0,1.0,32.0,0,1080.0,45.0,,,1
24.0,0.0,35.0,9,10560.0,91.0,7.0,39.0,0
16.0,0.0,35.0,2,5943.0,,22.0,21.0,1
5.0,0.0,33.0,1,2965.0,20.0,,11.0,0
12.0,,34.0,0,3115.0,39.0,7.0,13.0,1
12.0,0.0,,0,2393.0,42.0,30.0,28.0,1
5.0,1.0,35.0,0,305.0,6.0,7.0,2.0,1
5.0,0.0,,1,1793.0,,,,0
,0.0,32.0,2,6910.0,95.0,10.0,19.0,0
5.0,0.0,,0,305.0,6.0,,2.0,1
5.0,0.0,35.0,1,305.0,6.0,7.0,2.0,0
28.0,0.0,30.0,4,16200.0,236.0,7.0,77.0,0
9.0,,33.0,4,,114.0,267.0,30.0,0
5.0,0.0,35.0,1,3843.0,80.0,,25.0,0
,0.0,,0,1790.0,42.0,34.0,17.0,0
9.0,,35.0,1,2905.0,51.0,,20.0,0
7.0,0.0,26.0,2,1440.0,,189.0,8.0,0
7.0,0.0,25.0,1,1693.0,37.0,26.0,65.0,0
14.0,0.0,26.0,0,825.0,23.0,7.0,4.0,0
5.0,0.0,25.0,0,305.0,6.0,,2.0,0
,,24.0,1,1350.0,30.0,15.0,,0
5.0,0.0,,1,3350.0,59.0,7.0,20.0,0
5.0,0.0,17.0,1,1820.0,24.0,24.0,,0
,0.0,16.0,2,6518.0,,81.0,39.0,0
15.0,0.0,14.0,1,,169.0,69.0,37.0,0
,0.0,15.0,4,2978.0,43.0,27.0,16.0,0
5.0,,8.0,2,4515.0,38.0,211.0,7.0,0
6.0,1.0,,2,1613.0,17.0,,,1
17.0,0.0,40.0,3,5275.0,87.0,33.0,34.0,0
9.0,0.0,41.0,0,1223.0,21.0,35.0,21.0,0
19.0,0.0,39.0,3,3358.0,76.0,387.0,41.0,0
,0.0,40.0,3,5103.0,82.0,29.0,52.0,0
12.0,0.0,40.0,3,3298.0,74.0,30.0,50.0,0
20.0,0.0,40.0,4,4680.0,98.0,60.0,45.0,0
13.0,0.0,40.0,3,3265.0,55.0,313.0,35.0,0
22.0,1.0,39.0,5,10020.0,137.0,172.0,,0
16.0,0.0,40.0,3,14678.0,,28.0,61.0,0
16.0,,40.0,4,5420.0,99.0,30.0,42.0,0
15.0,,40.0,3,6823.0,111.0,35.0,,0
18.0,0.0,,0,3143.0,70.0,,34.0,0
34.0,1.0,,6,16045.0,,82.0,49.0,0
13.0,,,4,,,,25.0,0
,0.0,39.0,3,16390.0,198.0,178.0,,0
12.0,,39.0,4,7405.0,102.0,214.0,43.0,0
9.0,0.0,39.0,0,,30.0,28.0,,0
11.0,0.0,40.0,0,1615.0,,41.0,25.0,0
9.0,1.0,39.0,0,905.0,,,17.0,1
,0.0,39.0,3,8413.0,143.0,412.0,60.0,0
,0.0,39.0,4,12370.0,170.0,39.0,64.0,0
17.0,0.0,39.0,4,7623.0,91.0,136.0,54.0,0
32.0,1.0,35.0,0,1860.0,63.0,44.0,34.0,1
30.0,0.0,38.0,1,11340.0,109.0,,59.0,0
22.0,0.0,38.0,4,6723.0,,,41.0,0
,0.0,,3,3745.0,,,31.0,0
18.0,1.0,37.0,0,3895.0,57.0,37.0,33.0,1
18.0,,38.0,0,3173.0,60.0,62.0,48.0,1
9.0,0.0,38.0,0,1038.0,,28.0,19.0,1
10.0,0.0,38.0,3,2573.0,41.0,28.0,23.0,0
12.0,0.0,35.0,4,7690.0,113.0,42.0,39.0,0
9.0,,38.0,0,1533.0,23.0,37.0,,1
,0.0,38.0,4,,,32.0,19.0,0
34.0,0.0,33.0,6,16980.0,254.0,28.0,97.0,0
15.0,0.0,36.0,6,7870.0,132.0,299.0,50.0,0
,0.0,38.0,3,4623.0,,,45.0,0
12.0,1.0,37.0,0,2570.0,60.0,66.0,37.0,1
,0.0,38.0,3,3685.0,69.0,203.0,40.0,0
13.0,0.0,,4,2220.0,52.0,221.0,,0
13.0,0.0,28.0,3,2473.0,,,85.0,0
20.0,0.0,29.0,0,1605.0,41.0,,24.0,0
,0.0,28.0,0,,26.0,49.0,,0
19.0,0.0,27.0,3,2130.0,48.0,,,0
,0.0,27.0,3,4130.0,77.0,36.0,40.0,0
11.0,0.0,20.0,3,2600.0,42.0,56.0,31.0,0
,0.0,19.0,4,7298.0,157.0,113.0,59.0,0
21.0,0.0,17.0,3,9838.0,187.0,101.0,57.0,0
,,18.0,6,3758.0,,59.0,36.0,0
11.0,0.0,11.0,4,,,243.0,27.0,0
12.0,1.0,11.0,4,2393.0,35.0,,24.0,1
9.0,,40.0,0,,67.0,7.0,,0
5.0,0.0,41.0,0,305.0,,,2.0,0
11.0,0.0,39.0,0,,56.0,345.0,11.0,0
,0.0,,0,3903.0,62.0,7.0,,0
,0.0,40.0,0,,54.0,7.0,20.0,0
12.0,,40.0,0,3480.0,78.0,18.0,15.0,0
5.0,0.0,40.0,0,2065.0,35.0,271.0,,0
14.0,0.0,,1,,,130.0,30.0,0
8.0,0.0,40.0,0,13478.0,165.0,7.0,31.0,0
,0.0,40.0,0,,79.0,7.0,12.0,0
7.0,0.0,,1,5623.0,91.0,7.0,17.0,0
10.0,,40.0,0,1943.0,50.0,7.0,4.0,0
26.0,,,2,14845.0,221.0,,19.0,0
5.0,0.0,40.0,1,2800.0,23.0,469.0,,0
10.0,,39.0,0,15190.0,,136.0,17.0,0
5.0,,39.0,0,6205.0,82.0,172.0,13.0,0
5.0,0.0,39.0,0,580.0,,7.0,2.0,0
5.0,0.0,40.0,0,415.0,10.0,7.0,2.0,0
,0.0,39.0,0,305.0,6.0,7.0,2.0,1
5.0,,39.0,0,7213.0,,370.0,30.0,0
8.0,0.0,39.0,0,,,7.0,34.0,0
9.0,0.0,39.0,0,6423.0,71.0,94.0,,0
,0.0,,0,660.0,43.0,,4.0,1
22.0,0.0,38.0,7,10140.0,89.0,7.0,29.0,0
14.0,0.0,38.0,0,5523.0,94.0,12.0,11.0,1
5.0,0.0,,1,2545.0,18.0,,6.0,0
10.0,0.0,37.0,0,,,7.0,3.0,1
10.0,0.0,38.0,0,1973.0,40.0,20.0,,1
5.0,1.0,38.0,0,305.0,,7.0,2.0,1
5.0,0.0,38.0,1,1373.0,21.0,7.0,2.0,0
5.0,0.0,35.0,0,6490.0,93.0,,9.0,0
5.0,0.0,38.0,0,305.0,6.0,7.0,2.0,1
5.0,0.0,,0,305.0,6.0,7.0,2.0,0
26.0,0.0,33.0,2,15780.0,,,,0
7.0,0.0,36.0,2,6670.0,112.0,,20.0,0
5.0,0.0,38.0,0,3423.0,78.0,7.0,15.0,0
5.0,0.0,37.0,0,1370.0,40.0,24.0,7.0,0
7.0,0.0,38.0,0,2485.0,49.0,161.0,10.0,0
,0.0,29.0,1,1020.0,32.0,179.0,,0
5.0,0.0,28.0,0,1273.0,35.0,16.0,55.0,0
12.0,0.0,29.0,0,405.0,,7.0,2.0,0
5.0,,28.0,0,305.0,,7.0,2.0,0
11.0,0.0,27.0,1,,28.0,7.0,2.0,0
,0.0,27.0,0,2930.0,57.0,,10.0,0
5.0,0.0,20.0,1,1400.0,,14.0,,0
,0.0,19.0,0,6098.0,137.0,71.0,29.0,0
13.0,0.0,17.0,0,8638.0,167.0,59.0,27.0,0
9.0,0.0,18.0,2,2558.0,,17.0,6.0,0
5.0,0.0,11.0,1,4095.0,36.0,201.0,25.0,0
5.0,1.0,11.0,1,1193.0,15.0,7.0,2.0,1
,0.0,41.0,2,4790.0,,44.0,23.0,0
,0.0,,0,738.0,17.0,46.0,10.0,0
15.0,0.0,40.0,2,2873.0,72.0,,,0
,0.0,41.0,2,4618.0,78.0,,41.0,0
8.0,,41.0,2,2813.0,70.0,,39.0,0
16.0,0.0,,3,4195.0,94.0,71.0,34.0,0
9.0,,41.0,2,2780.0,51.0,324.0,24.0,0
18.0,,,4,9535.0,133.0,183.0,49.0,0
12.0,,41.0,2,14193.0,181.0,39.0,,0
12.0,0.0,,3,4935.0,95.0,41.0,31.0,0
11.0,0.0,41.0,2,6338.0,107.0,46.0,18.0,0
14.0,1.0,41.0,0,,66.0,,23.0,0
30.0,0.0,,5,15560.0,237.0,93.0,,0
,0.0,41.0,3,,39.0,522.0,,0
14.0,0.0,40.0,2,15905.0,,,,0
8.0,,40.0,3,6920.0,98.0,225.0,32.0,0
5.0,,40.0,0,,26.0,39.0,17.0,0
7.0,0.0,,0,,26.0,,14.0,0
,0.0,40.0,0,420.0,12.0,39.0,,1
8.0,0.0,40.0,2,7928.0,139.0,423.0,49.0,0
12.0,0.0,40.0,3,11885.0,166.0,50.0,53.0,0
13.0,0.0,40.0,3,7138.0,,147.0,,0
28.0,1.0,36.0,0,1375.0,59.0,55.0,,1
26.0,0.0,39.0,10,10855.0,105.0,40.0,48.0,0
18.0,0.0,39.0,3,6238.0,110.0,65.0,30.0,0
,0.0,,2,3260.0,34.0,39.0,20.0,0
14.0,0.0,38.0,0,3410.0,53.0,48.0,22.0,1
14.0,,39.0,0,2688.0,56.0,73.0,37.0,1
5.0,0.0,39.0,0,,14.0,,8.0,1
,0.0,39.0,2,2088.0,37.0,39.0,12.0,0
8.0,0.0,36.0,3,7205.0,109.0,53.0,,0
,0.0,39.0,0,1048.0,19.0,48.0,10.0,1
5.0,,39.0,3,758.0,16.0,43.0,8.0,0
,,34.0,5,16495.0,250.0,39.0,,0
11.0,0.0,37.0,5,7385.0,128.0,310.0,,0
7.0,0.0,39.0,2,4138.0,94.0,41.0,34.0,0
8.0,,38.0,0,2085.0,56.0,77.0,26.0,0
11.0,0.0,39.0,2,3200.0,65.0,,29.0,0
,0.0,30.0,3,1735.0,,232.0,17.0,0
9.0,,29.0,2,1988.0,51.0,,74.0,0
16.0,0.0,30.0,0,,37.0,49.0,,0
5.0,0.0,29.0,0,1245.0,22.0,,9.0,0
,0.0,28.0,2,1645.0,44.0,58.0,19.0,0
7.0,0.0,28.0,2,,73.0,47.0,29.0,0
7.0,0.0,21.0,2,2115.0,38.0,67.0,20.0,0
,0.0,20.0,3,,153.0,124.0,,0
17.0,0.0,18.0,2,9353.0,183.0,112.0,46.0,0
13.0,0.0,19.0,5,3273.0,57.0,70.0,25.0,0
7.0,0.0,12.0,3,4810.0,52.0,254.0,16.0,0
,1.0,,3,1908.0,31.0,39.0,13.0,1
13.0,0.0,39.0,0,4560.0,,7.0,15.0,0
,,,0,,6.0,,2.0,0
15.0,0.0,38.0,0,,60.0,,22.0,0
15.0,,39.0,0,4388.0,66.0,7.0,33.0,0
8.0,0.0,39.0,0,2583.0,58.0,7.0,31.0,0
16.0,0.0,39.0,1,3965.0,82.0,7.0,26.0,0
9.0,0.0,39.0,0,2550.0,39.0,260.0,16.0,0
18.0,0.0,38.0,2,9305.0,,119.0,41.0,0
12.0,0.0,39.0,0,13963.0,,7.0,42.0,0
,0.0,39.0,1,4705.0,83.0,7.0,23.0,0
11.0,0.0,39.0,0,6108.0,95.0,7.0,,0
,1.0,39.0,0,2428.0,54.0,7.0,15.0,0
30.0,0.0,,3,15330.0,225.0,29.0,30.0,0
9.0,0.0,39.0,1,3285.0,27.0,458.0,6.0,0
14.0,0.0,38.0,0,15675.0,182.0,125.0,28.0,0
8.0,0.0,38.0,1,,86.0,161.0,24.0,0
5.0,0.0,38.0,0,1065.0,14.0,7.0,9.0,0
7.0,0.0,39.0,0,,14.0,7.0,6.0,0
5.0,0.0,38.0,0,305.0,6.0,7.0,2.0,1
8.0,,38.0,0,,127.0,359.0,,0
,,38.0,1,11655.0,154.0,7.0,45.0,0
13.0,,38.0,1,6908.0,,83.0,35.0,0
,1.0,34.0,0,1145.0,47.0,7.0,15.0,1
,0.0,37.0,8,,93.0,7.0,40.0,0
18.0,0.0,37.0,1,6008.0,98.0,,22.0,1
,0.0,35.0,0,3030.0,22.0,7.0,12.0,0
14.0,0.0,36.0,0,3180.0,,7.0,14.0,1
14.0,0.0,,0,2458.0,,9.0,29.0,1
5.0,,37.0,0,,,,2.0,1
,,37.0,0,1858.0,25.0,7.0,4.0,0
8.0,,,1,6975.0,97.0,7.0,20.0,0
5.0,,37.0,0,,7.0,,2.0,1
,0.0,37.0,1,305.0,6.0,7.0,2.0,0
,0.0,32.0,3,,,7.0,78.0,0
,0.0,,3,7155.0,116.0,246.0,31.0,0
7.0,0.0,37.0,0,,82.0,7.0,26.0,0
8.0,0.0,36.0,0,1855.0,44.0,13.0,18.0,0
11.0,0.0,37.0,0,2970.0,53.0,150.0,21.0,0
9.0,0.0,28.0,1,1505.0,36.0,168.0,9.0,0
9.0,0.0,,0,1758.0,39.0,7.0,66.0,0
16.0,0.0,28.0,0,,25.0,7.0,,0
,0.0,27.0,0,1015.0,10.0,7.0,2.0,0
15.0,,26.0,0,1415.0,32.0,7.0,11.0,0
,0.0,26.0,0,3415.0,61.0,,21.0,0
7.0,0.0,19.0,0,1885.0,26.0,,,0
21.0,0.0,18.0,1,6583.0,,60.0,40.0,0
17.0,0.0,16.0,0,9123.0,,48.0,,0
13.0,0.0,17.0,3,3043.0,45.0,7.0,17.0,0
7.0,0.0,10.0,1,,40.0,190.0,8.0,0
,,10.0,1,1678.0,19.0,7.0,,1
15.0,,,1,4865.0,78.0,21.0,22.0,0
7.0,0.0,41.0,0,813.0,12.0,23.0,9.0,0
17.0,0.0,39.0,1,2948.0,67.0,375.0,,0
17.0,0.0,40.0,1,4693.0,,,40.0,0
10.0,0.0,,1,2888.0,65.0,18.0,,0
18.0,0.0,40.0,2,4270.0,89.0,,33.0,0
11.0,0.0,40.0,1,2855.0,46.0,,23.0,0
20.0,,39.0,3,9610.0,128.0,160.0,48.0,0
14.0,0.0,40.0,1,14268.0,176.0,16.0,49.0,0
14.0,0.0,,2,5010.0,90.0,,30.0,0
,,40.0,1,6413.0,102.0,23.0,17.0,0
16.0,0.0,,0,2733.0,61.0,24.0,,0
32.0,1.0,40.0,4,15635.0,232.0,70.0,37.0,0
,0.0,40.0,2,3590.0,34.0,499.0,13.0,0
16.0,0.0,39.0,1,15980.0,189.0,,35.0,0
10.0,0.0,39.0,2,6995.0,93.0,202.0,31.0,0
7.0,0.0,39.0,0,1370.0,21.0,,16.0,0
9.0,0.0,40.0,0,1205.0,21.0,29.0,13.0,0
7.0,,39.0,0,,7.0,16.0,5.0,1
,0.0,39.0,1,8003.0,,400.0,48.0,0
14.0,0.0,39.0,2,11960.0,161.0,27.0,52.0,0
15.0,,39.0,2,,,124.0,42.0,0
30.0,1.0,35.0,0,,,,,1
28.0,0.0,,9,10930.0,100.0,17.0,47.0,0
,,38.0,2,6313.0,105.0,42.0,29.0,0
,0.0,,1,3335.0,29.0,16.0,19.0,0
16.0,1.0,37.0,0,,48.0,,21.0,1
16.0,1.0,38.0,0,2763.0,51.0,50.0,36.0,1
7.0,0.0,38.0,0,628.0,,16.0,7.0,1
8.0,0.0,,1,2163.0,32.0,,11.0,0
10.0,0.0,,2,,104.0,30.0,27.0,0
7.0,0.0,38.0,0,1123.0,14.0,25.0,9.0,1
7.0,0.0,38.0,2,833.0,11.0,20.0,,0
,0.0,33.0,4,16570.0,,16.0,85.0,0
,0.0,36.0,4,7460.0,,287.0,,0
9.0,0.0,38.0,1,4213.0,,18.0,33.0,0
10.0,0.0,37.0,0,2160.0,,,,0
13.0,,38.0,1,3275.0,60.0,,28.0,0
,0.0,29.0,2,1810.0,43.0,209.0,,0
11.0,0.0,28.0,1,,46.0,46.0,73.0,0
18.0,0.0,29.0,0,1195.0,32.0,26.0,12.0,0
7.0,0.0,28.0,0,,,,,0
,0.0,27.0,1,1720.0,39.0,35.0,18.0,0
,0.0,27.0,1,,68.0,24.0,28.0,0
9.0,,20.0,1,,33.0,,19.0,0
,0.0,19.0,2,6887.0,,101.0,47.0,0
19.0,0.0,17.0,1,9427.0,178.0,89.0,45.0,0
15.0,,18.0,4,,52.0,47.0,24.0,0
,0.0,11.0,2,,47.0,231.0,15.0,0
10.0,,,2,1982.0,26.0,16.0,12.0,1
11.0,0.0,40.0,1,4485.0,76.0,3.0,16.0,0
3.0,0.0,41.0,0,433.0,10.0,5.0,3.0,0
13.0,0.0,39.0,1,,65.0,357.0,23.0,0
13.0,0.0,40.0,1,4313.0,71.0,0.0,34.0,0
,0.0,40.0,1,2508.0,63.0,,32.0,0
14.0,0.0,,2,3890.0,,,,0
7.0,0.0,40.0,1,2475.0,,283.0,17.0,0
16.0,0.0,39.0,3,9230.0,126.0,142.0,42.0,0
,0.0,40.0,1,13888.0,,0.0,,0
10.0,0.0,40.0,2,4630.0,88.0,0.0,24.0,0
9.0,0.0,40.0,1,6033.0,100.0,5.0,11.0,0
12.0,1.0,40.0,0,2353.0,,6.0,16.0,0
28.0,0.0,40.0,4,15255.0,,,31.0,0
,0.0,40.0,2,3210.0,32.0,481.0,,0
12.0,0.0,39.0,1,,187.0,148.0,29.0,0
6.0,0.0,,2,6615.0,91.0,184.0,25.0,0
3.0,,,0,,19.0,0.0,10.0,0
5.0,0.0,40.0,0,825.0,19.0,11.0,7.0,0
,0.0,39.0,0,,0.0,0.0,0.0,1
6.0,0.0,39.0,1,7623.0,132.0,382.0,42.0,0
10.0,0.0,39.0,2,,159.0,9.0,46.0,0
,0.0,39.0,2,6833.0,80.0,106.0,,0
26.0,1.0,35.0,0,,52.0,14.0,16.0,1
,0.0,38.0,9,10550.0,98.0,0.0,,0
16.0,0.0,38.0,2,5933.0,103.0,24.0,23.0,0
4.0,0.0,36.0,1,2955.0,,0.0,,0
12.0,0.0,37.0,0,3105.0,46.0,7.0,15.0,1
12.0,0.0,,0,2383.0,49.0,32.0,30.0,1
,0.0,38.0,0,248.0,7.0,,1.0,1
4.0,0.0,38.0,1,1783.0,30.0,,5.0,0
6.0,0.0,35.0,2,6900.0,102.0,12.0,,0
3.0,0.0,38.0,0,,,7.0,3.0,1
3.0,,38.0,2,453.0,9.0,2.0,1.0,0
,,33.0,4,16190.0,243.0,0.0,79.0,0
9.0,0.0,36.0,4,7080.0,,269.0,32.0,0
5.0,0.0,38.0,1,3833.0,87.0,0.0,27.0,0
6.0,0.0,37.0,0,,49.0,36.0,19.0,0
9.0,0.0,38.0,1,2895.0,,173.0,22.0,0
7.0,0.0,29.0,2,,41.0,,,0
7.0,0.0,28.0,1,1683.0,44.0,,67.0,0
14.0,0.0,,0,815.0,30.0,8.0,6.0,0
3.0,0.0,28.0,0,940.0,,,2.0,0
13.0,0.0,27.0,1,1340.0,37.0,17.0,12.0,0
5.0,0.0,27.0,1,3340.0,66.0,,22.0,0
5.0,0.0,20.0,1,1810.0,31.0,26.0,13.0,0
19.0,0.0,19.0,2,6507.0,146.0,83.0,41.0,0
15.0,0.0,,1,9047.0,176.0,71.0,39.0,0
11.0,0.0,18.0,4,,50.0,29.0,18.0,0
,0.0,11.0,2,4505.0,45.0,,9.0,0
6.0,1.0,,2,,24.0,,6.0,1
11.0,0.0,,0,,71.0,4.0,18.0,0
,0.0,36.0,0,,5.0,6.0,5.0,0
13.0,0.0,34.0,0,2758.0,60.0,358.0,25.0,0
13.0,0.0,35.0,0,4503.0,66.0,0.0,36.0,0
6.0,0.0,35.0,0,2698.0,,1.0,34.0,0
14.0,0.0,35.0,1,4080.0,82.0,31.0,29.0,0
7.0,0.0,,0,2665.0,39.0,284.0,19.0,0
16.0,0.0,34.0,2,9420.0,121.0,,,0
10.0,0.0,35.0,0,14078.0,169.0,,,0
10.0,,,1,4820.0,83.0,1.0,26.0,0
9.0,0.0,35.0,0,6223.0,95.0,,,0
12.0,0.0,35.0,0,2543.0,54.0,7.0,,0
28.0,0.0,,3,15445.0,225.0,,33.0,0
7.0,0.0,35.0,1,3400.0,27.0,482.0,9.0,0
12.0,,34.0,0,15790.0,182.0,149.0,31.0,0
6.0,0.0,34.0,1,6805.0,86.0,185.0,27.0,0
3.0,0.0,34.0,0,1180.0,14.0,0.0,,0
5.0,0.0,35.0,0,1015.0,14.0,12.0,9.0,0
0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,1
6.0,0.0,,0,7813.0,127.0,383.0,44.0,0
10.0,0.0,34.0,1,11770.0,154.0,,48.0,0
11.0,0.0,34.0,1,7023.0,75.0,107.0,38.0,0
26.0,,,0,1260.0,47.0,,18.0,1
24.0,0.0,33.0,8,10740.0,,0.0,43.0,0
16.0,0.0,33.0,1,6123.0,,25.0,25.0,1
,,31.0,0,3145.0,,0.0,15.0,0
12.0,,32.0,0,3295.0,41.0,,17.0,1
12.0,0.0,33.0,0,,44.0,33.0,32.0,1
3.0,,33.0,0,438.0,2.0,0.0,3.0,1
4.0,0.0,,0,1973.0,25.0,0.0,7.0,0
6.0,0.0,30.0,1,7090.0,97.0,,,0
3.0,,33.0,0,933.0,,8.0,5.0,1
3.0,0.0,33.0,1,643.0,,,,0
28.0,,28.0,3,16380.0,,0.0,81.0,0
9.0,0.0,31.0,3,7270.0,116.0,270.0,34.0,0
5.0,0.0,33.0,0,4023.0,82.0,1.0,29.0,0
6.0,0.0,32.0,0,1970.0,44.0,,21.0,0
9.0,0.0,33.0,0,3085.0,53.0,174.0,24.0,0
,0.0,24.0,1,1620.0,36.0,192.0,,0
7.0,0.0,23.0,0,1873.0,39.0,29.0,69.0,0
14.0,0.0,24.0,0,,,9.0,8.0,0
3.0,0.0,23.0,0,1130.0,10.0,20.0,,0
13.0,0.0,22.0,0,1530.0,32.0,,,0
5.0,0.0,22.0,0,3530.0,61.0,,24.0,0
5.0,,15.0,0,2000.0,26.0,27.0,15.0,0
19.0,0.0,14.0,1,6697.0,141.0,84.0,,0
,0.0,12.0,0,9237.0,171.0,72.0,41.0,0
11.0,0.0,13.0,3,,,30.0,20.0,0
5.0,0.0,6.0,1,4695.0,40.0,214.0,11.0,0
6.0,0.0,6.0,1,1792.0,19.0,0.0,,1
15.0,,45.0,2,4675.0,83.0,20.0,,0
7.0,0.0,46.0,0,623.0,17.0,,7.0,0
17.0,0.0,44.0,2,2758.0,72.0,,27.0,0
17.0,0.0,45.0,2,4503.0,78.0,16.0,38.0,0
10.0,0.0,45.0,2,2698.0,70.0,17.0,36.0,0
18.0,,,3,4080.0,94.0,47.0,31.0,0
11.0,,,2,2665.0,,300.0,21.0,0
20.0,0.0,44.0,4,9420.0,133.0,159.0,46.0,0
14.0,0.0,45.0,2,14078.0,181.0,15.0,,0
14.0,0.0,45.0,3,4820.0,95.0,,28.0,0
13.0,0.0,45.0,2,6223.0,,22.0,15.0,0
16.0,0.0,45.0,0,2543.0,66.0,23.0,,0
32.0,0.0,45.0,5,15445.0,,69.0,,0
11.0,0.0,45.0,3,3400.0,,498.0,11.0,0
16.0,0.0,44.0,2,15790.0,194.0,165.0,33.0,0
10.0,,44.0,3,6805.0,98.0,,29.0,0
7.0,0.0,44.0,0,1180.0,,15.0,14.0,0
9.0,0.0,45.0,0,1015.0,26.0,28.0,,0
7.0,0.0,44.0,0,305.0,,15.0,,1
10.0,0.0,44.0,2,7813.0,139.0,399.0,46.0,0
14.0,0.0,44.0,3,11770.0,166.0,26.0,50.0,0
,,44.0,3,7023.0,87.0,,40.0,0
,,40.0,0,1260.0,,31.0,20.0,1
28.0,0.0,43.0,10,10740.0,105.0,,,0
